Unique ID,Street address,City,State,ZIP
10575,WOODWARD AV,New Haven,CT,
10576,WOODWARD AV,New Haven,CT,
10577,649 CONGRESS AV,New Haven,CT,
10578,5 KOSSUTH ST,New Haven,CT,
10579,9 KOSSUTH ST,New Haven,CT,
10580,15 KOSSUTH ST,New Haven,CT,
10581,21 KOSSUTH ST,New Haven,CT,
10582,25 KOSSUTH ST,New Haven,CT,
10583,27 KOSSUTH ST,New Haven,CT,
10584,29 KOSSUTH ST,New Haven,CT,
10585,33 KOSSUTH ST,New Haven,CT,
10586,39 KOSSUTH ST,New Haven,CT,
10587,WOODWARD AV,New Haven,CT,
10588,45 KOSSUTH ST,New Haven,CT,
10589,49 KOSSUTH ST,New Haven,CT,
10590,198 DAVENPORT AV,New Haven,CT,
10591,196 DAVENPORT AV,New Haven,CT,
10592,192 DAVENPORT AV,New Haven,CT,
10593,180 DAVENPORT AV,New Haven,CT,
10594,38 ASYLUM ST,New Haven,CT,
10595,34 ASYLUM ST,New Haven,CT,
10596,WOODWARD AV,New Haven,CT,
10597,587 CONGRESS AV,New Haven,CT,
10598,WOODWARD AV,New Haven,CT,
10599,698 CONGRESS AV,New Haven,CT,
10600,255 WOODWARD AV,New Haven,CT,
10601,702 CONGRESS AV,New Haven,CT,
10602,706 CONGRESS AV,New Haven,CT,
10603,710 CONGRESS AV,New Haven,CT,
10604,712 CONGRESS AV,New Haven,CT,
10605,718 CONGRESS AV,New Haven,CT,
10606,724 CONGRESS AV,New Haven,CT,
